doi,article,model,sample_size,study_type,model_type,auc,auc_ci,sens,sens_ci,spec,spec_ci,roc,roc_colour,roc_panel,exclude,from_rand_order
10.2106_JBJS.24.01601,111,23,203,validation,diagnostic,0.917,yes,59.4,yes,95.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,24,203,validation,diagnostic,0.844,yes,33.9,yes,99.1,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,25,203,validation,diagnostic,0.941,yes,77.8,yes,92.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,26,203,validation,diagnostic,0.896,yes,88.8,yes,70.1,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,27,203,validation,diagnostic,0.969,yes,69.4,yes,97.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,28,203,validation,diagnostic,0.932,yes,78.1,yes,87.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,29,203,validation,diagnostic,0.883,yes,39,yes,98.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,30,203,validation,diagnostic,0.963,yes,33.3,yes,99.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,31,402,validation,diagnostic,0.937,yes,69.9,yes,95.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,32,402,validation,diagnostic,0.912,yes,58.8,yes,95.5,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,33,402,validation,diagnostic,0.92,yes,65.1,yes,94.3,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,34,402,validation,diagnostic,0.875,yes,56.8,yes,92.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,35,402,validation,diagnostic,0.917,yes,65.6,yes,94.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,36,402,validation,diagnostic,0.9,yes,84.6,yes,81,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,37,402,validation,diagnostic,0.941,yes,70.8,yes,99,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,38,402,validation,diagnostic,0.937,yes,79.8,yes,92.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,39,402,validation,diagnostic,0.928,yes,59,yes,97,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,40,402,validation,diagnostic,0.902,yes,58.3,yes,95.2,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,41,402,validation,diagnostic,0.886,yes,66.1,yes,87.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,42,402,validation,diagnostic,0.938,yes,80.2,yes,96.1,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,43,402,validation,diagnostic,0.921,yes,68.8,yes,95.1,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,44,402,validation,diagnostic,0.92,yes,67,yes,95,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,45,402,validation,diagnostic,0.888,yes,74,yes,86,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,46,402,validation,diagnostic,0.893,yes,65.1,yes,90.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,47,402,validation,diagnostic,0.921,yes,75,yes,98.1,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,48,402,validation,diagnostic,0.95,yes,73.9,yes,95.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,49,402,validation,diagnostic,0.921,yes,61,yes,80.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,50,402,validation,diagnostic,0.9,yes,78.7,yes,63,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,51,402,validation,diagnostic,0.827,yes,83.9,yes,96.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,52,402,validation,diagnostic,0.899,yes,54.2,yes,87.2,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,53,402,validation,diagnostic,0.852,yes,69.7,yes,98.9,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,54,402,validation,diagnostic,0.814,yes,23,yes,97.6,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,55,402,validation,diagnostic,0.812,yes,21.3,yes,84.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,56,402,validation,diagnostic,0.892,yes,76.1,yes,94.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,57,402,validation,diagnostic,0.936,yes,79.2,yes,94.8,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,58,402,validation,diagnostic,0.924,yes,63.3,yes,96.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,59,402,validation,diagnostic,0.903,yes,30,yes,98.4,yes,na,na,na,na,yes
10.2106_JBJS.24.01601,111,60,402,validation,diagnostic,0.909,yes,78,yes,84.4,yes,na,na,na,na,yes
10.2147_OPTH.S546189,112,1,53,development,prognostic,0.803,yes,78.2,na,72.5,na,yes,blue,1,na,yes
10.1016_j.resuscitation.2025.110775,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not required data,yes
10.1016_j.jns.2025.123748,113,1,172,development,diagnostic,0.966,yes,na,na,na,na,yes,blue,1,na,yes
10.1016_j.jns.2025.123748,113,2,172,development,diagnostic,0.966,yes,na,na,na,na,yes,green,1,na,yes
10.1111_jan.16806,114,1,418,development,prognostic,0.78,yes,na,na,na,na,yes,blue,1,na,yes
10.1111_jan.16806,114,2,180,validation,prognostic,0.82,yes,na,na,na,na,yes,orange,1,na,yes
10.1245_s10434-025-18815-3,115,1,106,validation,prognostic,0.5924,na,na,na,na,na,na,na,na,na,yes
10.1245_s10434-025-18815-3,115,2,106,validation,prognostic,0.7215,na,na,na,na,na,na,na,na,na,yes
10.1245_s10434-025-18815-3,115,3,106,validation,prognostic,0.7617,na,na,na,na,na,na,na,na,na,yes
10.1245_s10434-025-18815-3,115,4,106,validation,prognostic,0.4875,na,na,na,na,na,na,na,na,na,yes
10.1245_s10434-025-18815-3,115,5,106,validation,prognostic,0.7823,na,na,na,na,na,na,na,na,na,yes
10.1245_s10434-025-18815-3,115,6,106,validation,prognostic,0.8416,na,na,na,na,na,yes,blue,1,na,yes
10.1245_s10434-025-18815-3,115,7,106,validation,prognostic,0.84,na,na,na,na,na,yes,orange,1,na,yes
10.1245_s10434-025-18815-3,115,8,106,validation,prognostic,0.7482,na,na,na,na,na,yes,green,1,na,yes
10.1016_j.compbiomed.2025.110790,116,1,431,validation,prognostic,0.689,na,na,na,na,na,na,na,na,na,yes
10.1016_j.compbiomed.2025.110790,116,2,431,validation,prognostic,0.67,na,na,na,na,na,na,na,na,na,yes
10.3390_jcm14186682,117,1,1132,development,prognostic,0.93,na,na,na,na,na,yes,blue,1,na,yes
10.1177_17562864251374903,118,1,171,development,diagnostic,0.669,yes,na,na,na,na,yes,blue,a,na,yes
10.1177_17562864251374903,118,2,171,development,diagnostic,0.531,wrong,na,na,na,na,yes,green,a,na,yes
10.1177_17562864251374903,118,3,171,development,diagnostic,0.681,na,na,na,na,na,cnd,na,na,na,yes
10.1177_17562864251374903,118,4,171,development,diagnostic,0.672,na,na,na,na,na,cnd,na,na,na,yes
10.1016_j.tranon.2025.102281,119,1,324,development,prognostic,0.872,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,2,324,development,prognostic,0.882,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,3,82,validation,prognostic,0.936,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,4,82,validation,prognostic,0.941,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,5,82,validation,prognostic,0.632,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,6,82,validation,prognostic,0.784,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,7,82,validation,prognostic,0.872,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,8,82,validation,prognostic,0.865,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,9,82,validation,prognostic,0.605,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.tranon.2025.102281,119,10,82,validation,prognostic,0.761,yes,na,na,na,na,na,na,na,na,yes
10.2106_JBJS.24.00821,120,1,6251,validation,prognostic,0.73,na,na,na,na,na,na,na,na,na,yes
10.2106_JBJS.24.00821,120,2,6251,validation,prognostic,0.73,na,na,na,na,na,na,na,na,na,yes
10.2106_JBJS.24.00821,120,3,6251,validation,prognostic,0.74,na,na,na,na,na,na,na,na,na,yes
10.1007_s00464-025-11859-2,121,1,106,development,prognostic,0.698,yes,na,na,na,na,yes,orange,1,na,yes
10.1007_s00464-025-11859-2,121,1,106,development,prognostic,0.64,yes,na,na,na,na,yes,green,1,na,yes
10.1007_s00464-025-11859-2,121,1,106,development,prognostic,0.609,yes,na,na,na,na,yes,black,1,na,yes
10.1007_s00464-025-11859-2,121,1,106,development,prognostic,0.559,yes,na,na,na,na,yes,red,1,na,yes
10.1007_s00464-025-11859-2,121,1,106,development,prognostic,0.545,yes,na,na,na,na,yes,blue,1,na,yes
10.1007_s00586-025-09239-4,122,1,236,development,prognostic,0.793,yes,na,na,na,na,cnd,na,na,na,yes
10.1007_s00586-025-09239-4,122,1,236,development,prognostic,0.772,yes,na,na,na,na,cnd,na,na,na,yes
10.1007_s00586-025-09239-4,122,1,236,development,prognostic,0.707,yes,na,na,na,na,cnd,na,na,na,yes
10.1007_s00586-025-09239-4,122,1,236,development,prognostic,0.703,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,1,22,development,prognostic,0.588,na,56.62,na,60.43,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,2,22,development,prognostic,0.562,na,27.32,na,84.89,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,3,22,development,prognostic,0.562,na,37.46,na,75.54,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,4,22,development,prognostic,0.637,na,55.26,na,71.79,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,5,22,development,prognostic,0.637,na,57.89,na,71.79,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,6,22,development,prognostic,0.74,na,93.42,na,48.72,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,7,22,development,prognostic,0.618,na,61.18,na,64.1,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,8,22,development,prognostic,0.796,na,73.03,na,76.92,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,9,22,development,prognostic,0.769,na,62.5,na,82.05,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,10,22,development,prognostic,0.754,na,90.79,na,61.54,na,cnd,na,na,na,yes
10.3389_fmed.2025.1615136,123,11,22,development,prognostic,0.676,na,68.42,na,69.23,na,cnd,na,na,na,yes
10.2147_CIA.S515849,124,1,917,development,prognostic,0.874,yes,75.4,na,87.6,na,yes,orange,1,na,yes
10.2147_CIA.S515849,124,2,394,validation,prognostic,0.86,yes,94.4,na,62.6,na,yes,blue,1,na,yes
10.1128_jcm.01186-25,125,1,15005,validation,diagnostic,0.75,na,na,na,na,na,na,na,na,na,yes
10.1128_jcm.01186-25,125,2,15005,validation,diagnostic,0.75,na,na,na,na,na,na,na,na,na,yes
10.1128_jcm.01186-25,125,3,15005,validation,diagnostic,0.82,na,na,na,na,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,1,161,development,prognostic,0.821,yes,73.3,na,76.1,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,2,161,development,prognostic,0.819,yes,64.4,na,87.3,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,3,161,development,prognostic,0.787,yes,67.8,na,77.5,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,4,161,development,prognostic,0.822,yes,72.2,na,81.7,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,5,161,development,prognostic,0.815,yes,70,na,83.1,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,6,161,development,prognostic,0.847,yes,73.3,na,81.7,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,7,161,development,prognostic,0.82,yes,76.1,na,77.8,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,8,161,development,prognostic,0.855,yes,86.7,na,83.2,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,9,161,development,prognostic,0.826,yes,85.6,na,64.8,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,10,161,development,prognostic,0.709,yes,55.6,na,78.9,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,11,161,development,prognostic,0.858,yes,80,na,85.9,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,12,102,validation,prognostic,0.639,yes,77.8,na,47.9,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,13,102,validation,prognostic,0.625,yes,37,na,85.4,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,14,102,validation,prognostic,0.583,yes,87,na,33.3,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,15,102,validation,prognostic,0.611,yes,66.7,na,43.8,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,16,102,validation,prognostic,0.618,yes,66.7,na,58.3,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,17,102,validation,prognostic,0.646,yes,83.3,na,43.8,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,18,102,validation,prognostic,0.601,yes,48.1,na,77.1,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,19,102,validation,prognostic,0.564,yes,68.5,na,47.9,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,20,102,validation,prognostic,0.529,yes,74.1,na,37.5,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,21,102,validation,prognostic,0.651,yes,42.6,na,91.7,na,na,na,na,na,yes
10.1016_j.ejrad.2025.112560,126,22,102,validation,prognostic,0.608,yes,31.5,na,91.7,na,na,na,na,na,yes
10.1016_j.mcpro.2025.101217,127,1,1516,development,prognostic,0.81,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.mcpro.2025.101217,127,2,1516,development,prognostic,0.786,yes,na,na,na,na,na,na,na,na,yes
10.1016_j.mcpro.2025.101217,127,3,1516,development,prognostic,0.747,yes,na,na,na,na,na,na,na,na,yes
10.1007_s10388-025-01106-x,128,1,170,development,prognostic,0.55,yes,42,na,74,na,yes,blue,1,na,yes
10.1007_s10388-025-01106-x,128,2,170,development,prognostic,0.77,yes,38,na,96,na,yes,yellow,1,na,yes
10.1007_s10388-025-01106-x,128,3,170,development,prognostic,0.64,yes,na,na,na,na,yes,green,1,na,yes
10.1007_s00330-025-12208-6,129,1,539,development,prognostic,0.811,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,2,539,development,prognostic,0.785,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,3,539,development,prognostic,0.843,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,4,539,development,prognostic,0.839,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,5,539,development,prognostic,0.847,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,6,539,development,prognostic,0.859,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,7,108,validation,prognostic,0.775,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,8,108,validation,prognostic,0.745,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,9,108,validation,prognostic,0.819,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,10,108,validation,prognostic,0.811,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,11,108,validation,prognostic,0.746,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,12,108,validation,prognostic,0.729,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,13,37,validation,prognostic,0.77,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,14,37,validation,prognostic,0.782,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,15,37,validation,prognostic,0.837,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,16,37,validation,prognostic,0.821,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,17,37,validation,prognostic,0.837,na,na,na,na,na,na,na,na,na,yes
10.1007_s00330-025-12208-6,129,18,37,validation,prognostic,0.798,na,na,na,na,na,na,na,na,na,yes
10.3389_fendo.2025.1621878,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.2196_58779,130,1,3075,development,prognostic,0.9557,na,na,na,na,na,yes,green,1,na,yes
10.2196_58779,130,2,1025,validation,prognostic,0.9537,na,na,na,na,na,yes,blue,1,na,yes
10.2196_58779,130,3,1025,validation,prognostic,0.9458,na,na,na,na,na,yes,orange,1,na,yes
10.1111_joor.13933,131,1,54,development,diagnostic,0.882,na,75,na,74,na,yes,blue,1,na,yes
10.1111_joor.13933,131,2,54,development,diagnostic,0.691,na,65,na,68,na,yes,green,1,na,yes
10.1111_joor.13933,131,3,54,development,diagnostic,0.691,na,65,na,71,na,yes,yellow,1,na,yes
10.1371_journal.pmed.1004665,132,1,293,development,diagnostic,0.88,na,na,na,na,na,na,na,na,na,yes
10.1371_journal.pmed.1004665,132,2,293,development,diagnostic,0.784,na,na,na,na,na,na,na,na,na,yes
10.1371_journal.pmed.1004665,132,3,301,validation,diagnostic,0.791,na,na,na,na,na,yes,navy,e,na,yes
10.1371_journal.pmed.1004665,132,4,301,validation,diagnostic,0.73,na,na,na,na,na,yes,yellow,e,na,yes
10.1371_journal.pmed.1004665,132,5,301,validation,diagnostic,0.777,na,na,na,na,na,yes,green,e,na,yes
10.1371_journal.pmed.1004665,132,6,301,validation,diagnostic,0.666,na,na,na,na,na,yes,blue,e,na,yes
10.1371_journal.pmed.1004665,132,7,301,validation,diagnostic,0.8,na,na,na,na,na,yes,purple,e,na,yes
10.1371_journal.pmed.1004665,132,8,301,validation,diagnostic,0.869,na,na,na,na,na,yes,red,e,na,yes
10.1371_journal.pmed.1004665,132,9,301,validation,diagnostic,0.833,na,na,na,na,na,yes,navy,f,na,yes
10.1371_journal.pmed.1004665,132,10,301,validation,diagnostic,0.734,na,na,na,na,na,yes,yellow,f,na,yes
10.1371_journal.pmed.1004665,132,11,301,validation,diagnostic,0.733,na,na,na,na,na,yes,green,f,na,yes
10.1371_journal.pmed.1004665,132,12,301,validation,diagnostic,0.653,na,na,na,na,na,yes,blue,f,na,yes
10.1371_journal.pmed.1004665,132,13,301,validation,diagnostic,0.759,na,na,na,na,na,yes,purple,f,na,yes
10.1371_journal.pmed.1004665,132,14,301,validation,diagnostic,0.896,na,na,na,na,na,yes,red,f,na,yes
10.1371_journal.pmed.1004665,132,15,301,validation,diagnostic,0.795,na,na,na,na,na,yes,navy,g,na,yes
10.1371_journal.pmed.1004665,132,16,301,validation,diagnostic,0.736,na,na,na,na,na,yes,yellow,g,na,yes
10.1371_journal.pmed.1004665,132,17,301,validation,diagnostic,0.764,na,na,na,na,na,yes,green,g,na,yes
10.1371_journal.pmed.1004665,132,18,301,validation,diagnostic,0.651,na,na,na,na,na,yes,blue,g,na,yes
10.1371_journal.pmed.1004665,132,19,301,validation,diagnostic,0.779,na,na,na,na,na,yes,purple,g,na,yes
10.1371_journal.pmed.1004665,132,20,301,validation,diagnostic,0.879,na,na,na,na,na,yes,red,g,na,yes
10.1371_journal.pmed.1004665,132,21,301,validation,diagnostic,0.808,na,na,na,na,na,yes,navy,h,na,yes
10.1371_journal.pmed.1004665,132,22,301,validation,diagnostic,0.734,na,na,na,na,na,yes,yellow,h,na,yes
10.1371_journal.pmed.1004665,132,23,301,validation,diagnostic,0.758,na,na,na,na,na,yes,green,h,na,yes
10.1371_journal.pmed.1004665,132,24,301,validation,diagnostic,0.657,na,na,na,na,na,yes,blue,h,na,yes
10.1371_journal.pmed.1004665,132,25,301,validation,diagnostic,0.78,na,na,na,na,na,yes,purple,h,na,yes
10.1371_journal.pmed.1004665,132,26,301,validation,diagnostic,0.88,na,na,na,na,na,yes,red,h,na,yes
10.1371_journal.pmed.1004665,132,27,301,validation,diagnostic,0.799,na,na,na,na,na,yes,navy,i,na,yes
10.1371_journal.pmed.1004665,132,28,301,validation,diagnostic,0.677,na,na,na,na,na,yes,yellow,i,na,yes
10.1371_journal.pmed.1004665,132,29,301,validation,diagnostic,0.772,na,na,na,na,na,yes,green,i,na,yes
10.1371_journal.pmed.1004665,132,30,301,validation,diagnostic,0.726,na,na,na,na,na,yes,blue,i,na,yes
10.1371_journal.pmed.1004665,132,31,301,validation,diagnostic,0.822,na,na,na,na,na,yes,purple,i,na,yes
10.1371_journal.pmed.1004665,132,32,301,validation,diagnostic,0.919,na,na,na,na,na,yes,red,i,na,yes
10.1371_journal.pmed.1004665,132,33,301,validation,diagnostic,0.857,na,na,na,na,na,yes,navy,j,na,yes
10.1371_journal.pmed.1004665,132,34,301,validation,diagnostic,0.681,na,na,na,na,na,yes,yellow,j,na,yes
10.1371_journal.pmed.1004665,132,35,301,validation,diagnostic,0.757,na,na,na,na,na,yes,green,j,na,yes
10.1371_journal.pmed.1004665,132,36,301,validation,diagnostic,0.682,na,na,na,na,na,yes,blue,j,na,yes
10.1371_journal.pmed.1004665,132,37,301,validation,diagnostic,0.786,na,na,na,na,na,yes,purple,j,na,yes
10.1371_journal.pmed.1004665,132,38,301,validation,diagnostic,0.906,na,na,na,na,na,yes,red,j,na,yes
10.1371_journal.pmed.1004665,132,39,301,validation,diagnostic,0.809,na,na,na,na,na,yes,navy,k,na,yes
10.1371_journal.pmed.1004665,132,40,301,validation,diagnostic,0.661,na,na,na,na,na,yes,yellow,k,na,yes
10.1371_journal.pmed.1004665,132,41,301,validation,diagnostic,0.741,na,na,na,na,na,yes,green,k,na,yes
10.1371_journal.pmed.1004665,132,42,301,validation,diagnostic,0.728,na,na,na,na,na,yes,blue,k,na,yes
10.1371_journal.pmed.1004665,132,43,301,validation,diagnostic,0.785,na,na,na,na,na,yes,purple,k,na,yes
10.1371_journal.pmed.1004665,132,44,301,validation,diagnostic,0.917,na,na,na,na,na,yes,red,k,na,yes
10.1371_journal.pmed.1004665,132,45,301,validation,diagnostic,0.821,na,na,na,na,na,yes,navy,l,na,yes
10.1371_journal.pmed.1004665,132,46,301,validation,diagnostic,0.674,na,na,na,na,na,yes,yellow,l,na,yes
10.1371_journal.pmed.1004665,132,47,301,validation,diagnostic,0.76,na,na,na,na,na,yes,green,l,na,yes
10.1371_journal.pmed.1004665,132,48,301,validation,diagnostic,0.712,na,na,na,na,na,yes,blue,l,na,yes
10.1371_journal.pmed.1004665,132,49,301,validation,diagnostic,0.798,na,na,na,na,na,yes,purple,l,na,yes
10.1371_journal.pmed.1004665,132,50,301,validation,diagnostic,0.913,na,na,na,na,na,yes,red,l,na,yes
10.1371_journal.pmed.1004665,132,51,301,validation,diagnostic,0.798,na,na,na,na,na,yes,navy,m,na,yes
10.1371_journal.pmed.1004665,132,52,301,validation,diagnostic,0.679,na,na,na,na,na,yes,yellow,m,na,yes
10.1371_journal.pmed.1004665,132,53,301,validation,diagnostic,0.758,na,na,na,na,na,yes,green,m,na,yes
10.1371_journal.pmed.1004665,132,54,301,validation,diagnostic,0.741,na,na,na,na,na,yes,blue,m,na,yes
10.1371_journal.pmed.1004665,132,55,301,validation,diagnostic,0.801,na,na,na,na,na,yes,purple,m,na,yes
10.1371_journal.pmed.1004665,132,56,301,validation,diagnostic,0.886,na,na,na,na,na,yes,red,m,na,yes
10.1371_journal.pmed.1004665,132,57,301,validation,diagnostic,0.82,na,na,na,na,na,yes,navy,n,na,yes
10.1371_journal.pmed.1004665,132,58,301,validation,diagnostic,0.643,na,na,na,na,na,yes,yellow,n,na,yes
10.1371_journal.pmed.1004665,132,59,301,validation,diagnostic,0.694,na,na,na,na,na,yes,green,n,na,yes
10.1371_journal.pmed.1004665,132,60,301,validation,diagnostic,0.631,na,na,na,na,na,yes,blue,n,na,yes
10.1371_journal.pmed.1004665,132,61,301,validation,diagnostic,0.706,na,na,na,na,na,yes,purple,n,na,yes
10.1371_journal.pmed.1004665,132,62,301,validation,diagnostic,0.892,na,na,na,na,na,yes,red,n,na,yes
10.1371_journal.pmed.1004665,132,63,301,validation,diagnostic,0.761,na,na,na,na,na,yes,navy,o,na,yes
10.1371_journal.pmed.1004665,132,64,301,validation,diagnostic,0.689,na,na,na,na,na,yes,yellow,o,na,yes
10.1371_journal.pmed.1004665,132,65,301,validation,diagnostic,0.756,na,na,na,na,na,yes,green,o,na,yes
10.1371_journal.pmed.1004665,132,66,301,validation,diagnostic,0.69,na,na,na,na,na,yes,blue,o,na,yes
10.1371_journal.pmed.1004665,132,67,301,validation,diagnostic,0.765,na,na,na,na,na,yes,purple,o,na,yes
10.1371_journal.pmed.1004665,132,68,301,validation,diagnostic,0.881,na,na,na,na,na,yes,red,o,na,yes
10.1371_journal.pmed.1004665,132,69,301,validation,diagnostic,0.79,na,na,na,na,na,yes,navy,p,na,yes
10.1371_journal.pmed.1004665,132,70,301,validation,diagnostic,0.671,na,na,na,na,na,yes,yellow,p,na,yes
10.1371_journal.pmed.1004665,132,71,301,validation,diagnostic,0.737,na,na,na,na,na,yes,green,p,na,yes
10.1371_journal.pmed.1004665,132,72,301,validation,diagnostic,0.691,na,na,na,na,na,yes,blue,p,na,yes
10.1371_journal.pmed.1004665,132,73,301,validation,diagnostic,0.76,na,na,na,na,na,yes,purple,p,na,yes
10.1371_journal.pmed.1004665,132,74,301,validation,diagnostic,0.886,na,na,na,na,na,yes,red,p,na,yes
10.1371_journal.pmed.1004665,132,75,301,validation,diagnostic,0.801,na,na,na,na,na,yes,navy,q,na,yes
10.1371_journal.pmed.1004665,132,76,301,validation,diagnostic,0.715,na,na,na,na,na,yes,yellow,q,na,yes
10.1371_journal.pmed.1004665,132,77,301,validation,diagnostic,0.751,na,na,na,na,na,yes,green,q,na,yes
10.1371_journal.pmed.1004665,132,78,301,validation,diagnostic,0.687,na,na,na,na,na,yes,blue,q,na,yes
10.1371_journal.pmed.1004665,132,79,301,validation,diagnostic,0.777,na,na,na,na,na,yes,purple,q,na,yes
10.1371_journal.pmed.1004665,132,80,301,validation,diagnostic,0.91,na,na,na,na,na,yes,red,q,na,yes
10.1371_journal.pmed.1004665,132,81,301,validation,diagnostic,0.826,na,na,na,na,na,yes,navy,r,na,yes
10.1371_journal.pmed.1004665,132,82,301,validation,diagnostic,0.736,na,na,na,na,na,yes,yellow,r,na,yes
10.1371_journal.pmed.1004665,132,83,301,validation,diagnostic,0.748,na,na,na,na,na,yes,green,r,na,yes
10.1371_journal.pmed.1004665,132,84,301,validation,diagnostic,0.587,na,na,na,na,na,yes,blue,r,na,yes
10.1371_journal.pmed.1004665,132,85,301,validation,diagnostic,0.743,na,na,na,na,na,yes,purple,r,na,yes
10.1371_journal.pmed.1004665,132,86,301,validation,diagnostic,0.92,na,na,na,na,na,yes,red,r,na,yes
10.1371_journal.pmed.1004665,132,87,301,validation,diagnostic,0.788,na,na,na,na,na,yes,navy,s,na,yes
10.1371_journal.pmed.1004665,132,88,301,validation,diagnostic,0.724,na,na,na,na,na,yes,yellow,s,na,yes
10.1371_journal.pmed.1004665,132,89,301,validation,diagnostic,0.721,na,na,na,na,na,yes,green,s,na,yes
10.1371_journal.pmed.1004665,132,90,301,validation,diagnostic,0.563,na,na,na,na,na,yes,blue,s,na,yes
