doi,article,model,sample_size,study_type,model_type,auc,auc_ci,sens,sens_ci,spec,spec_ci,roc,roc_colour,roc_panel,exclude,from_rand_order
10.1016_j.ijbiomac.2025.146075,163,7,1152,validation,prognostic,0.9263,na,na,na,na,na,yes,blue,a,na,yes
10.1016_j.ijbiomac.2025.146075,163,8,1152,validation,prognostic,0.9269,na,na,na,na,na,yes,green,a,na,yes
10.1016_j.ijbiomac.2025.146075,163,9,1152,validation,prognostic,0.9406,na,na,na,na,na,yes,red,a,na,yes
10.1016_j.ijbiomac.2025.146075,163,10,1152,validation,prognostic,0.9365,na,na,na,na,na,yes,blue,b,na,yes
10.1016_j.ijbiomac.2025.146075,163,11,1152,validation,prognostic,0.9403,na,na,na,na,na,yes,green,b,na,yes
10.1016_j.ijbiomac.2025.146075,163,12,1152,validation,prognostic,0.9486,na,na,na,na,na,yes,red,b,na,yes
10.1097_JS9.0000000000002292,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1080_07853890.2025.2520896,164,1,696,development,prognostic,0.781,na,na,na,na,na,yes,red,a,na,yes
10.1080_07853890.2025.2520896,164,2,275,validation,prognostic,0.755,na,na,na,na,na,yes,red,b,na,yes
10.1007_s00701-025-06566-9,165,1,41,development,prognostic,0.72,na,na,na,na,na,na,na,na,na,yes
10.1007_s00701-025-06566-9,165,2,41,development,prognostic,0.63,na,na,na,na,na,na,na,na,na,yes
10.1007_s00701-025-06566-9,165,3,41,development,prognostic,0.66,na,na,na,na,na,na,na,na,na,yes
10.1007_s00701-025-06566-9,165,4,41,development,prognostic,0.61,na,na,na,na,na,na,na,na,na,yes
10.3389_fnagi.2025.1504733,166,1,256,development,diagnostic,0.896,yes,75,na,91.3,na,yes,blue,d,na,yes
10.3389_fnagi.2025.1504733,166,2,120,validation,diagnostic,0.83,yes,64.9,na,89.6,na,yes,red,d,na,yes
10.3389_fnagi.2025.1504733,166,3,256,development,diagnostic,0.899,yes,74.2,na,92.9,na,yes,blue,e,na,yes
10.3389_fnagi.2025.1504733,166,4,120,validation,diagnostic,0.727,yes,62.1,na,86.8,na,yes,red,e,na,yes
10.3389_fmolb.2025.1657284,167,1,288,validation,prognostic,0.7874,yes,82.18,na,70.11,na,yes,blue,c,na,yes
10.3389_fmolb.2025.1657284,167,2,288,validation,prognostic,0.6842,yes,53.45,na,78.16,na,yes,blue,d,na,yes
10.3389_fcvm.2025.1609891,168,1,6994,development,prognostic,0.634,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1609891,168,2,6994,development,prognostic,0.641,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1609891,168,3,6994,development,prognostic,0.639,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1609891,168,4,6994,development,prognostic,0.645,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1609891,168,5,6994,development,prognostic,0.684,yes,na,na,na,na,cnd,na,na,na,yes
10.3389_fcvm.2025.1609891,168,6,6994,development,prognostic,0.697,yes,na,na,na,na,cnd,na,na,na,yes
10.1007_s10803-025-07000-w,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.1016_j.ejrad.2025.112272,169,1,71,development,diagnostic,0.897,yes,92.7,na,75.9,na,yes,blue,a,na,yes
10.1016_j.ejrad.2025.112272,169,2,31,validation,diagnostic,0.818,yes,83.3,na,84.6,na,yes,red,a,na,yes
10.1016_j.ejrad.2025.112272,169,3,71,development,diagnostic,0.847,yes,92.3,na,76.9,na,yes,blue,b,na,yes
10.1016_j.ejrad.2025.112272,169,4,31,validation,diagnostic,0.787,yes,84.6,na,76.9,na,yes,red,b,na,yes
10.1016_j.ejrad.2025.112272,169,5,71,development,diagnostic,0.82,yes,78.1,na,83.3,na,yes,blue,c,na,yes
10.1016_j.ejrad.2025.112272,169,6,31,validation,diagnostic,0.769,yes,77.8,na,76.9,na,yes,red,c,na,yes
10.1007_s43657-024-00173-x,170,1,15,development,prognostic,0.718,na,na,na,na,na,yes,red,e1,na,yes
10.1007_s43657-024-00173-x,170,2,15,development,prognostic,0.738,na,na,na,na,na,yes,yellow,e1,na,yes
10.1007_s43657-024-00173-x,170,3,15,validation,prognostic,0.708,na,na,na,na,na,yes,red,e2,na,yes
10.1007_s43657-024-00173-x,170,4,15,validation,prognostic,0.629,na,na,na,na,na,yes,yellow,e2,na,yes
10.1007_s43657-024-00173-x,170,5,30,development,prognostic,0.72,na,na,na,na,na,yes,red,e3,na,yes
10.1007_s43657-024-00173-x,170,6,30,development,prognostic,0.685,na,na,na,na,na,yes,yellow,e3,na,yes
10.1021_acs.jcim.4c02130,171,1,510,development,diagnostic,0.754,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,2,510,development,diagnostic,0.799,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,3,510,development,diagnostic,0.823,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,4,510,development,diagnostic,0.823,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,5,510,development,diagnostic,0.84,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,6,510,development,diagnostic,0.81,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,7,510,development,diagnostic,0.825,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,8,510,development,diagnostic,0.73,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,9,510,development,diagnostic,0.826,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,10,510,development,diagnostic,0.881,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,11,510,development,diagnostic,0.871,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,12,510,development,diagnostic,0.886,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,13,510,development,diagnostic,0.84,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,14,510,development,diagnostic,0.886,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,15,510,development,diagnostic,0.886,na,na,na,na,na,na,na,na,na,yes
10.1021_acs.jcim.4c02130,171,16,510,development,diagnostic,0.888,na,na,na,na,na,na,na,na,na,yes
10.1038_s41698-025-01142-x,172,1,155,development,prognostic,0.908,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41698-025-01142-x,172,2,109,validation,prognostic,0.877,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41698-025-01142-x,172,3,50,validation,prognostic,0.736,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41698-025-01142-x,172,4,35,validation,prognostic,0.719,yes,na,na,na,na,na,na,na,na,yes
10.1007_s13304-025-02301-2,173,1,37,development,diagnostic,0.95,yes,na,na,na,na,yes,black,1,na,yes
10.1016_j.dld.2025.06.025,174,1,70,development,diagnostic,0.95,yes,na,na,na,na,yes,orange,1,na,yes
10.1016_j.dld.2025.06.025,174,2,70,development,diagnostic,0.86,yes,na,na,na,na,yes,blue,1,na,yes
10.3389_fmed.2025.1471746,175,1,503,validation,prognostic,1,na,100,na,99,na,na,na,na,na,yes
10.3389_fmed.2025.1471746,175,2,503,validation,prognostic,1,na,100,na,100,na,na,na,na,na,yes
10.3389_fmed.2025.1471746,175,3,503,validation,prognostic,1,na,100,na,100,na,na,na,na,na,yes
10.3389_fmed.2025.1471746,175,4,503,validation,prognostic,0.93,na,0.81,na,85,na,na,na,na,na,yes
10.3389_fmed.2025.1471746,175,5,503,validation,prognostic,0.89,na,61,na,92,na,yes,blue,a,na,yes
10.3389_fmed.2025.1471746,175,6,503,validation,prognostic,0.9,na,60,na,92,na,yes,blue,b,na,yes
10.3389_fmed.2025.1471746,175,7,503,validation,prognostic,0.88,na,60,na,92,na,yes,blue,c,na,yes
10.3389_fmed.2025.1471746,175,8,503,validation,prognostic,0.91,na,60,na,85,na,yes,blue,d,na,yes
10.3389_fnut.2025.1673973,176,1,303,development,prognostic,0.741,yes,41,na,17,na,yes,blue,1,na,yes
10.3389_fnut.2025.1673973,176,2,303,development,prognostic,0.76,yes,74,na,72,na,yes,navy,1,na,yes
10.3389_fnut.2025.1673973,176,3,303,development,prognostic,0.807,yes,70,na,81,na,yes,pink,1,na,yes
10.3389_fnut.2025.1673973,176,4,303,development,prognostic,0.81,yes,71,na,80,na,yes,yellow,1,na,yes
10.3389_fnut.2025.1673973,176,5,303,development,prognostic,0.807,yes,82,na,69,na,yes,purple,1,na,yes
10.1016_j.jad.2025.120197,177,1,448,development,diagnostic,0.934,na,88.8,na,87.1,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,2,448,development,diagnostic,0.867,na,88.7,na,87.1,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,3,448,development,diagnostic,0.879,na,88.3,na,85.1,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,4,448,development,diagnostic,0.853,na,86.2,na,84.4,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,5,448,development,diagnostic,0.831,na,85.7,na,80.5,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,5,448,development,diagnostic,0.761,na,84.7,na,67.4,na,na,na,na,na,yes
10.1016_j.jad.2025.120197,177,6,448,development,diagnostic,0.76,na,76.3,na,75.7,na,na,na,na,na,yes
10.3802_jgo.2025.36.e64,178,1,40,development,prognostic,0.79,yes,na,na,na,na,yes,blue,3a,na,yes
10.3802_jgo.2025.36.e64,178,2,40,development,prognostic,0.79,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,1,59,development,diagnostic,0.84,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,2,59,development,diagnostic,0.83,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,3,59,development,diagnostic,0.81,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,4,59,development,diagnostic,0.78,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,5,59,development,diagnostic,0.73,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,6,59,development,diagnostic,0.69,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,7,59,development,diagnostic,0.49,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,8,59,development,diagnostic,0.94,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,9,59,development,diagnostic,0.91,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,10,59,development,diagnostic,0.86,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,11,59,development,diagnostic,0.83,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,12,59,development,diagnostic,0.72,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,13,59,development,diagnostic,0.9,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,14,59,development,diagnostic,0.9,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,15,59,development,diagnostic,0.86,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,16,59,development,diagnostic,0.78,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,17,59,development,diagnostic,1,yes,na,na,na,na,na,na,na,na,yes
10.1038_s41380-025-03192-w,179,18,59,development,diagnostic,0.98,yes,na,na,na,na,na,na,na,na,yes
10.1021_acs.chemrestox.5c00289,na,na,na,na,na,na,na,na,na,na,na,na,na,na,not prediction model study,yes
10.3390_jcm14165664,180,1,93,development,prognostic,0.878,na,85.2,na,80,na,na,na,na,na,yes
10.3390_jcm14165664,180,2,93,development,prognostic,0.969,na,89.7,na,100,na,na,na,na,na,yes
